CODIGO,DESCRIPCION DEL ITEM,UNIDAD DE MEDIDA,PRECIO UNITARIO
358600040020,ANTI IgG HUMANO CONJ C/FOSFATASA (GAMMA-CHAIN SPECIFIC)-ALKALINE PHOSPHATASE A X 1 mL,UNIDAD,0.0
358600040022,ANTI IgG HUMANO CONJ CON FLUORESCEINA (CADENA GAMMA ESPECIFICO) FITC X 2 mL,UNIDAD,0.0
358600040023,ANTI IGG HUM.CONJ.C/FLUORESCEINA X 2 MG(MOLECULA COMPLETA)ANTI-HUMAN IGG (WHOLE MOLECULE) - FITC A,UNIDAD,0.0
358600040024,ANTI IgG HUMANO CONJUGADO CON FLUORESCEINA (MOLECULA COMPLETA) FITC A X 2 mL,VIALES,0.0
358600040025,ANTI IgG HUMANO CONJ CON FLUORESCEINA (MOLECULA COMPLETA) FITC AN X 1 Ml,VIALES,633.64
358600040026,ANTI IgG HUMANO CONJUGADO CON FOSFATASA ALCALINA (ESPECIF.FRACC.AB) X 2 mL,UNIDAD,0.0
358600040027,"ANTI IgG HUMANO CONJ C/FOSFATASA ALCALINA (MOLECULA COMPLETA) TITULO 1:30,000 P/BLOT(D) PR X 1 mL",VIALES,801.36
358600040028,ANTI IgG HUMANO CONJUGADO CON FOSFATASA ALCALINA PREPARADO EN CABRA X 2 mL,UNIDAD,0.0
358600040029,ANTI IGG HUMANO CONJUGADO CON ORO COLOIDAL 5 NM X 0.4 mL,UNIDAD,0.0
358600040030,ANTI IgG HUMANO CONJUGADO CON PEROXIDASA (CADENA GAMMA ESPECIFICO) PE X 1 mL,UNIDAD,0.0
358600040031,ANTI IgG HUMANO CONJUGADO CON PEROXIDASA (MOLECULA COMPLETA) X 1 mL,UNIDAD,0.0
358600040032,ANTI IgG HUMANO (CADENA GAMMA ESPECIFICO) CONJUGADO C/PEROXIDASA ELABORADO EN CABRA X 1 mL,VIALES,774.5
358600040034,ANTI IgG PORCINO CONJUGADO CON PEROXIDASA(CADENA H+L) ELABORADO EN CABRA X 0.5 MG,UNIDAD,0.0
358600040036,ANTI IgG TOTAL HUMANO DE CABRA CONJUGADO CON FLUORESCEINA (FITC)FRAGMENTO F(AB) X 2 mL,UNIDAD,0.0
358600040037,ANTI IgG+IgM HUMANO CONJUGADO FITC. DESARROLLADO EN CONEJO X 1 mL,UNIDAD,0.0
358600040038,ANTI IgG+IGM HUMANO CONJUGADO CON FLOURESCEINA PREPARADO EN CABRA (CAD H Y L) X 1 mL,UNIDAD,0.0
358600040041,ANTI IgM EQUINO CONJUGADO CON PEROXIDASA (CADENA GAMMA ESPECIFICO) X 2 mL,UNIDAD,0.0
358600040042,ANTI IgM EQUINO CONJUGADO CON PEROXIDASA (CADENA COMPLETA) X 1 mL,UNIDAD,0.0
358600040043,ANTI IgM EQUINO CONJUGADO CON PEROXIDASA (CADENA COMPLETA) X 2 mL,UNIDAD,0.0
358600040045,ANTI IgM HUMANO CONJUGADO FITC DESARROLLADO EN CONEJO X 1 mL,UNIDAD,0.0
358600040048,ANTI IgM HUMANO (U-SPECIFICO) CONJUGADO CON PEROXIDASA ELABORADO EN CABRA X 1 mL,UNIDAD,0.0
358600040050,ANTI IgG HUMANO CONJUGADO CON FLUORESCEINA (CADENA U ESPECIFICO) X 1 mL,UNIDAD,0.0
358600040051,ANTI MOUSE IgG (WHOLE MOLECULE) FITC CONJUGATE X 2 mL,UNIDAD,0.0
358600040053,ANTI PERRO IgG+IgM+IgA CONJUGADO CON FLUORESCEINA CADENA H+L X 1 mL,UNIDAD,0.0
358600040054,ANTI RATON ELABORADO EN CABRA MARCADO C/FOSFATASA CON AFINIDAD A IgG + IgM (CADENA H+L) X 1 mL,UNIDAD,1800.0
358600040055,"ANTI RATON IgG,IgA,IgM CONJUGADO CON PEROXIDASA (ESPECIFICADO FRACC. C) X 1 mL",UNIDAD,0.0
358600040056,ANTI RATON POLIVALFITC CONJUGADO CON FLUORESCEINA X 2 mL,FRASCO,0.0
358600040061,CONJUGADO ANTI HRP II X 5 mg,UNIDAD,0.0
358600040062,CONJUGADO ANTI TREPONEMA PALLIDUM X 1 mL,UNIDAD,0.0
358600040063,CONJUGADO ANTI-DENGUE CON PEROXIDASA X 100 UL,UNIDAD,0.0
358600040064,CONJUGADO ANTIDENGUE PEROXIDASA X 1 mL,UNIDAD,0.0
358600040065,CONJUGADO ANTIDIGOXIGENINA FOSFATASA ALCALINA X 150 UNI,UNIDAD,0.0
358600040066,CONJUGADO DE PROTEINA A (GRADO BLOTING) CON PEROXIDASA X 1 mL,UNIDAD,0.0
358600040068,CONJUGADO FITC PARA ENTEROVIRUS X 1 mL,UNIDAD,0.0
358600040071,CONJUGADO PARA INMUNOFLUORESCENCIA INDIRECTA (IFI) MALARIA X 10 g,UNIDAD,0.0
358600040072,CONJUGADO-PEROXIDASA 3H5 MAB 3H5-1-21 (CEPA NGC)(CDC) X 1 mL,UNIDAD,0.0
358600040073,ESTABILIZADOR DE CONJUGADO HRP C/INDICADOR ROJO DE FENOL X 1 L,UNIDAD,0.0
358600040075,"ANTI IgG HUMANO CONJUGADO C/FLUORESCEINA, PREPARADO EN CABRA (CAD, H Y L) X 1 mL",UNIDAD,0.0
358600040076,"ANTI IgM HUMANO CONJUGADO C/FLUORESCEINA, PREPARADO EN CABRA (CADENA H Y L) X 1 mL",UNIDAD,0.0
358600040078,"CONJUGADO ANTI IGG DE PERRO (MOLECULA TOTAL) C/PEROXIDASA, SOL. SALINA BUFFERADA, HECHO EN CONEJO",UNIDAD,0.0
358600040082,DEOXYNUCLEOTIDE MIX AT 10 MM X 0.5 ML,UNIDAD,0.0
358600040092,ANTI IGM HUMANO CONJ. CON FLUORESCEINA (CADENA U ESPECIF.) X 1 mL,UNIDAD,0.0
358600040093,ANTI PERRO IgG CONJUGADO C/PEROXIDASA X 1 mL,VIALES,967.6
358600040094,ANTI IGG DE CONEJO CONJUGADO CON FLUORESCEINA,UNIDAD,0.0
358600040096,COMPLEMENTO DE CONEJO DR X 10 ML,UNIDAD,0.0
358600040097,GLYCOGEN TYPE II 5 g,UNIDAD,0.0
358600040098,IgG ANTI-CABALLO PRODUCIDO EN CABRA CONJUGADO CON PEROXIDASA X 1 mL,UNIDAD,0.0
358600040099,IgG ANTI - COBAYO LIOFILIZADO PRODUCIDO EN CABRA CONJUGADO CON PEROXIDASA X 1 mL,VIALES,0.0
358600040100,IgG ANTI - HAMSTER LIOFILIZADO PRODUCIDO EN CABRA CONJUGADO CON PEROXIDASA X 1 mL,UNIDAD,0.0
358600040102,ANTI IgG HUMANO CONJUGADO C/FLUORESCEINA (MOLECULA COMPLETA) FITC A X 2 mG,UNIDAD,0.0
358600040103,ANTI IgG DE CABRA CONJUGADO CON PEROXIDASA DESARROLLADO EN CONEJO X 1 mL,UNIDAD,0.0
358600040104,CONJUGADO ANTI CABALLO POLIVALENTE MARCADO CON FLUORESCEINA X 2 mL,UNIDAD,0.0
358600040105,CONJUGADO ANTI PERRO POLIVALENTE MARCADO CON FLUORESCEINA X 2 mL,UNIDAD,0.0
358600040107,CONJUGADO STREPTAVIDINA- PEROXIDASA ULTRASENSIBLE 1 mg/mL X 250 ug,UNIDAD,0.0
358600040108,ANTI IgG HUMANO CONJUGADO C/FLUORESCEINA (MOLECULA COMPLETA) FITC X 1 mg,UNIDAD,2234.0
358600040109,ANTI RATON IgG H+L HRP CONJUGADO X 1 mL,UNIDAD,0.0
358600040110,ANTI IgG HUMANO CONJUGADO CON FLUORESCEINA (CADENA MU ESPECIFICA) FITC x 0.5 mg,UNIDAD,0.0
358600040111,ANTI IgG HUMANO CONJUGADO CON FLUORESCEINA (CADENA GAMMA ESPECIFICO) FITC X 0.5 mg,UNIDAD,0.0
358600040112,ANTI IgM HUMANO CONJUGADO CON FLUORESCEINA (CADENA MU ESPECIFICA) FITC X 0.5 mg,UNIDAD,0.0
358600040114,IgG DE EQUINO LIOFILIZADO X 10 mg,UNIDAD,0.0
358600040116,ANTI RATON CONJUGADO CON FITC X 2 mL,UNIDAD,0.0
358600040117,ANTI IgG TOTAL HUMANO DE CABRA CONJUGADO CON FLUORESCEINA (FITC) X 2.5 mL,UNIDAD,0.0
358600040118,ANTI IgM TOTAL HUMANO DE CABRA CONJUGADO CON FLUORESCEINA (FITC) X 2.5 mL,UNIDAD,0.0
358600040119,CONJUGADO ANTI IGG DE PERRO (CADENA GAMMA ESPECIFICO) C/PEROXIDASA X 1 mL,UNIDAD,0.0
358600040120,CONJUGADO ANTI IGG DE RATA (CADENA GAMMA ESPECIFICO) C/PEROXIDASA X 1 mL,UNIDAD,0.0
358600040121,ANTI RATON IgG CONJUGADO CON PEROXIDASA HRP X 2 mL,UNIDAD,0.0
358600040122,ANTI RATA IgG CONJUGADO CON PEROXIDASA HRP X 2 mL,UNIDAD,1396.0
358600040125,ESTABILIZADOR DE CONJUGADO HRP C/GLICEROL X 200 mL,UNIDAD,0.0
358600040126,ANTI IgG DE PORCINO CONJUGADO CON PEROXIDASA (MOLECULA COMPLETA) ELABORADO EN CONEJO X 1 mL,UNIDAD,629.2
358600040127,CONJUGADO ANTIRRABICO POLICLONAL MARCADO CON FLUORESCEINA X 5 mL,UNIDAD,0.0
358600040129,ANTI IgG BOVINA CONJUGADO CON PEROXIDASA (MOLÉCULA COMPLETA) PRODUCIDO EN CONEJO X 1 mL,UNIDAD,0.0
358600040130,ANTI IgA HUMANO CONJUGADO CADENA a CON FLUORESCEÍNA X 2 mL,UNIDAD,0.0
358600040131,ANTI IgM HUMANO CONJUGADO CADENA µ CON FLUORESCEÍNA X 2 mL,UNIDAD,1081.66
358600040132,ANTI DIGOXIGENINA CONJUGADO CON PEROXIDASA X 150 µm,UNIDAD,0.0
358600040137,ANTI IgG EQUINO CONJUGADO CON PEROXIDASA (CADENA GAMMA ESPECIFICO) X 2 mL,UNIDAD,0.0
358600040138,ANTI IgG EQUINO CONJUGADO CON PEROXIDASA (CADENA GAMMA ESPECIFICO) X 1 mL,UNIDAD,1600.0
358600040139,ANTI IgG DE CONEJO PRODUCIDO EN CABRA CONJUGADO CON PEROXIDASA DE RÁBANO PICANTE (HRP) X 2 mL,UNIDAD,0.0
358600040140,ANTI IgG DE RATÓN PRODUCIDO EN CABRA CONJUGADO CON PEROXIDASA DE RÁBANO PICANTE (HRP) X 2 mL,UNIDAD,1917.5
358600040147,ANTI IgG HUMANO CONJUGADO CON PEROXIDASA X 0.5 mL,UNIDAD,3500.0
358600040148,ANTI IgG HUMANO GAMMA (GAMMA CADENA ESPECIFICA) ELABORADO EN CABRA X 1 mg,UNIDAD,1231.0
358600040150,ANTI IgG LLAMA CONJUGADO CON PEROXIDASA X 1 mg,UNIDAD,2300.0
358600050001,ACIDO SALICILICO PARA CALIBRACION X 300 mg USP X 33 TAB,UNIDAD,0.0
358600050006,"ALL-TRANS RETINOL ACETATO 2,800,000 UI/G X 25 G",FRASCO,0.0
358600050009,SOLUCIÓN TAMPÓN (BUFFER) PH 2 ESTANDAR CON CERTIFICADO X 1 L,UNIDAD,313.88
358600050010,SOLUCIÓN TAMPÓN (BUFFER) PH 4 ESTANDAR CON CERTIFICADO X 1 L,FRASCO,224.01
358600050011,SOLUCIÓN TAMPÓN (BUFFER) PH 7 ESTANDAR X 1 L,FRASCO,245.0
358600050013,PATRON PRIMARIO TRIOXIDO DE ARSENICO X 125 G,UNIDAD,0.0
358600050016,CIS CHLORDENO EN ACETONA 50 NG/UL EN ACETONA X 20 mL,UNIDAD,0.0
358600050017,SOLUCION ESTANDAR TDS 1413 US/CM 692 PPM NACL PARA MEDIR CONDUCTIVIDAD (X 5 FCOS) X 60 mL,UNIDAD,0.0
358600050018,SOLUCION ESTANDAR TDS 12.9 MS/CM 7230 PPM NACL PARA MEDIR CONDUCTIVIDAD (X 5 FCOS) X 60 mL,UNIDAD,0.0
358600050020,CONTROL DE STANDARD DE ENDOTOXINA LAL CON CERTIFICADO X 0.5 UG,FRASCO,0.0
358600050022,ESTANDAR ACIDO LINOLEICO METIL ESTER X 100 MG,UNIDAD,0.0
358600050024,ESTANDAR AFLATOXINA B2 X 1 mL,UNIDAD,0.0
358600050028,ESTANDAR ANTIGENO BRUCELLAS CANIS X 100 mL,UNIDAD,0.0
358600050029,ESTANDAR ANTIGENO BRUCELLAS OVIS (LIOFILIZADO) X 1 mL,UNIDAD,0.0
358600050030,ESTANDAR ANTIGENO TAMPONADO PARA PLACA(BPA) BRUCELLAS ABORTUS 119-3 X 100 mL,UNIDAD,0.0
358600050034,ESTANDAR BENCENO / SOLV. NEAT X 5000 MG,UNIDAD,0.0
358600050035,"ESTANDAR CARBAMATE PESTICIDES DRINKING WATER, CARBARYL X 2 mL",UNIDAD,0.0
358600050037,ESTANDAR CIFLUTRINA X 100 MG,UNIDAD,0.0
358600050038,ESTANDAR CIS-CHLORDENO 50 NG/mL X 20 mL,UNIDAD,0.0
358600050039,ESTANDAR COLESTEROL X 1 mL,UNIDAD,0.0
358600050040,ESTANDAR DE 4-DIMETIL 4-NITROFTALATO X 500 MG,UNIDAD,0.0
358600050043,ESTANDAR DE 5-ALFA COLESTANO X 100 MG,UNIDAD,0.0
358600050044,ESTANDAR DE ACIDO DOMOICO (NRC CRM-DA-D) X 0.5 ML X 4 AMPOLLAS,UNIDAD,0.0
358600050045,ESTANDAR DE ACIDO LINOLEICO METIL ESTER X 1 G,UNIDAD,0.0
358600050046,ESTANDAR DE ACIDO OKADAICO (NRC CRM -OA-B) X 0.5 ML X 4 AMPOLLAS,UNIDAD,0.0
358600050048,ESTANDAR DE ALFACIPERMETRINA X 100 MG,UNIDAD,0.0
358600050049,ESTANDAR DE ALUMINIO EN ACIDO 1000 ppm PARA AA/ICP CERTIFICADO X 100 mL,UNIDAD,0.0
358600050050,ESTANDAR DE AMINA BIOGENICA (1-4 DIAMINO BUTANO) PUTRECINA X 25 G,UNIDAD,0.0
358600050051,ESTANDAR DE AMINA BIOGENICA (1-5 DIAMINO PENTANO) CADAVERINA X 5 G,UNIDAD,0.0
358600050052,ESTANDAR DE AMINA BIOGENICA: FENILETILAMINA CLORHIDRATO X 100 G,UNIDAD,0.0
358600050053,ESTANDAR DE AMINA BIOGENICA: HISTAMINA CLORHIDRATO X 5 G,UNIDAD,0.0
358600050054,ESTANDAR DE AMINA BIOGENICA: TIRAMINA CLORHIDRATO X 25 G,UNIDAD,0.0
358600050056,ESTANDAR DE ANTIMONIO EN ACIDO PARA AA/ICP CERTIFICADO X 100 mL,UNIDAD,0.0
358600050057,ESTANDAR DE ARSENICO EN ACIDO PARA AA/ICP CERTIFICADO X 100 mL,UNIDAD,397.5
358600050058,ESTANDAR DE AZUFRE EN AGUA PARA AA/ICP CERTIFICADO X 100 mL,UNIDAD,0.0
358600050059,ESTANDAR DE BARIO EN ACIDO PARA AA/ICP CERTIFICADO X 100 mL,UNIDAD,0.0
358600050060,ESTANDAR DE BERILIO PARA ICP/AA 1000 PPM X 100 mL,FRASCO,0.0
358600050061,ESTANDAR DE BILIRRUBINA 2 X 5 ML,UNIDAD,0.0
358600050062,ESTANDAR DE BISMUTO 1000 ppm PARA AA/ICP CERTIFICADO X 100 mL,FRASCO,0.0
358600050063,ESTANDAR DE BROMO PARA ICP/AA 1000 PPM X 100 mL,UNIDAD,0.0
358600050064,ESTANDAR DE CADMIO EN ACIDO 1000 ppm PARA AA/ICP CERTIFICADO X 100 mL,UNIDAD,405.0
358600050065,ESTANDAR DE CALCIO EN ACIDO 1000 ppm PARA AA/ICP CERTIFICADO X 100 mL,UNIDAD,0.0
358600050066,ESTANDAR DE CALIBRACION PARA KARL FISHER 5 mg DE AGUA /mL X 1000 mL,UNIDAD,0.0
358600050067,ESTANDAR DE CALIBRACION NAFTALENO/ANTRACENO X 1 ML,UNIDAD,0.0
358600050068,ESTANDAR DE CALIBRACION PERFLUORTRIBUTILAMINA X 1 G,UNIDAD,0.0
358600050069,ESTANDAR DE CALIBRACION TCL POLYNUCLEAR AROMATIC HYDROCARBONS MIX X 1 ML CAT.4-9156,UNIDAD,0.0
358600050070,ESTANDAR DE CALIBRACION YTRIO PARA IPC X 100 ML,UNIDAD,0.0
358600050071,ESTANDAR DE CARBOXY MEFLOQUINA (MMQ) X 200 MG,UNIDAD,0.0
358600050072,ESTANDAR DE CASEINA X 10 G,UNIDAD,0.0
358600050073,ESTANDAR DE COBRE EN ACIDO 1000 ppm PARA AA/ICP CERTIFICADO X 100 mL,FRASCO,0.0
358600050074,ESTANDAR DE CROMO EN ACIDO 1000 ppm PARA AA/ICP CERTIFICADO X 100 mL,UNIDAD,0.0
358600050075,ESTANDAR DE DELTAMETRINA X 100 MG,FRASCO,0.0
358600050076,"ESTANDAR DE DIOXINA 1,2,3,4 TCDD X 1,2 ML",UNIDAD,0.0
358600050077,"ESTANDAR DE DIOXINA 1,2,3,7/1,2,3,8 TCCD ISOMER X 1,2 ML",UNIDAD,0.0
358600050079,"ESTANDAR DE DIOXINA 1,4,7,8 TCDD X 1 MG",UNIDAD,0.0
358600050080,"ESTANDAR DE DIOXINA 2,3,7,8 TCDD X 4 AMP X 1.2 mL",UNIDAD,0.0
358600050081,ESTANDAR DE ENDOTOXINA ESCHERICHIA COLI(CONTROL) X 0.5 UG,VIALES,0.0
358600050082,ESTANDAR DE ERGOCALCIFEROL (D2) X 100 MG,UNIDAD,0.0
358600050083,ESTANDAR DE FENOL X 250 mL,UNIDAD,0.0
358600050085,ESTANDAR DE FLUOR 1000 PPM X 500 mL,UNIDAD,0.0
358600050086,ESTANDAR DE FOSFORO L EN ACIDO 1000 ppm PARA AA/ICP CERTIFICADO X 100 mL,UNIDAD,0.0
358600050088,ESTANDAR DE HEMOGLOBINA X 1.5 mL,UNIDAD,0.0
358600050089,ESTANDAR DE HIERRO EN ACIDO 1000 ppm PARA AA/ICP CERTIFICADO X 100 mL,UNIDAD,0.0
358600050090,ESTANDAR DE LIPIDOS X 100 MG,UNIDAD,0.0
358600050091,ESTANDAR DE MAGNESIO EN ACIDO 1000 ppm PARA AA/ICP CERTIFICADO X 100 mL,UNIDAD,0.0
358600050092,ESTANDAR DE MANOSA X 100 G,UNIDAD,0.0
358600050093,ESTANDAR DE MENADIONE (K3) X 100 MG,UNIDAD,0.0
358600050094,ESTANDAR DE MENAQUININONE (K2) X 100 MG,UNIDAD,0.0
358600050095,ESTANDAR DE MERCURIO EN ACIDO 1000 ppm PARA AA/ICP CERTIFICADO X 100 mL,FRASCO,290.0
358600050096,ESTANDAR DE NIQUEL EN ACIDO 1000 ppm PARA AA/ICP CERTIFICADO X 100 mL,FRASCO,0.0
358600050098,ESTANDAR DE OCRATOXINA X 25 MG,UNIDAD,0.0
358600050099,ESTANDAR DE P.M. ESCALERA PARA ADN (100BP) X 5 UG,UNIDAD,0.0
358600050100,ESTANDAR DE P.M. ESCALERA PARA ADN (50BP) X 5 UG,UNIDAD,0.0
358600050101,ESTANDAR DE P.M. ESCALERA PARA ARN (0.2-9.5 KB) X 5 ug,UNIDAD,0.0
358600050102,ESTANDAR DE P.M. PARA ADN SUPERHELICOIDAL X 5 µg,UNIDAD,0.0
358600050103,ESTANDAR DE P.M. PARA PROTEINAS SDS-PAGE DE RANGO ALTO X 200 UL,VIALES,0.0
358600050104,ESTANDAR DE P.M. PARA PROTEINAS SDS-PAGE DE RANGO BAJO 14.4-97.4 KD. X 200 UL,UNIDAD,0.0
358600050105,ESTANDAR DE P.M. RANGO BAJO 3-43 KDA X 500 UL,UNIDAD,0.0
358600050106,ESTANDAR DE PESO MOLECULAR PARA ADN 50PB (STEPLADER) X 50 UG,UNIDAD,0.0
358600050107,ESTANDAR DE PESO MOLECULAR PULSE MARKER 0.5 ML,UNIDAD,0.0
358600050108,ESTANDAR DE PHYLLOQUINONE (K1) X 100 MG,UNIDAD,0.0
358600050109,ESTANDAR DE PLOMO EN ACIDO 1000 ppm PARA AA/ICP CERTIFICADO X 100 mL,UNIDAD,0.0
358600050110,ESTANDAR DE PROTEINA X 20 G,UNIDAD,0.0
358600050112,ESTANDAR DE SELENIO EN ACIDO 1000 ppm PARA AA/ICP CERTIFICADO X 100 mL,UNIDAD,0.0
358600050114,ESTANDAR DE SODIO CONC. 1000 µg/mL X 500 mL,UNIDAD,0.0
358600050115,ESTANDAR DE TEMEFOS X 100 MG,UNIDAD,488.44
358600050116,ESTANDAR DE TITANIO PARA ICP/AA 1000 PPM X 100 mL,UNIDAD,0.0
358600050117,ESTANDAR USP SULFADIAZINA X 200 mg,UNIDAD,0.0
358600050118,"ESTANDAR DE VISCOSIDAD COMPUESTO.FRASCO DE 5,000 Y 60,000 CPS A 25ºC",UNIDAD,0.0
358600050119,ESTANDAR DE ZINC EN ACIDO 1000 ppm PARA AA/ICP CERTIFICADO X 100 mL,UNIDAD,0.0
358600050121,ESTANDAR DEL ANTIGENO DE BRUCELLA ABORTUS CEPA 1119-3 PLACA,UNIDAD,0.0
358600050122,ESTANDAR DEL ANTIGENO DE BRUCELLA ABORTUS CEPA 1119-3 ROSA DE BENGALA,UNIDAD,0.0
358600050123,ESTANDAR DEL ANTIGENO DE BRUCELLA ABORTUS CEPA 1119-3 TUBO,UNIDAD,0.0
358600050134,ESTANDAR INTERNO DE SULFADIMETOXINE X 200 MG,UNIDAD,0.0
358600050135,ESTANDAR INTERNO ISOPROPYL ANALOGO DE CLOROQUINA (CQ) X 200 MG,UNIDAD,0.0
358600050136,ESTANDAR INTERNO WR 184806 X 200 MG,UNIDAD,0.0
358600050137,ESTANDAR LAMBDA HIND III X 100 UG,UNIDAD,0.0
358600050138,"ESTANDAR MIX PESTICIDAS CARBAMATOS 10 COMP., 100 µg/mL C/U, EN ACN, MET. EPA 531.1 X 1 mL",AMPOLLA,0.0
358600050139,"ESTANDAR MIX PESTICIDAS ORGANO FOSFORADOS , 15 ANALITOS, 2000 µg/mL X 1 mL",UNIDAD,0.0
358600050140,"ESTANDAR MIX PESTICIDAS TCL, 18 ANALITOS, TOLUENO: HEXANO 2000 µg/mL X 1 mL",FRASCO,0.0
358600050141,ESTANDAR MIX PESTICIDAS TRIAZINICOS X 1 mL,UNIDAD,0.0
358600050144,ESTANDAR P.M. PARA ACIDOS NUCLEICOS (100-1000 PB) X 500 UL,UNIDAD,0.0
358600050145,ESTANDAR PARA DETERMINAR FLUOR NAF/ 0.1 M X 475 mL,UNIDAD,0.0
358600050146,ESTANDAR PARA DETERMINAR FLUORFW/TISAB II 2 PPM X 475 mL,UNIDAD,0.0
358600050148,ESTANDAR DE COBRE 100 ppm PARA AA/ICP CERTIFICADO X 500 mL,UNIDAD,0.0
358600050149,ESTANDAR DE FOSFORO 100 ppm PARA AA/ICP CERTIFICADO X 500 mL,UNIDAD,0.0
358600050150,ESTANDAR DE HIERRO 100 ppm PARA AA/ICP CERTIFICADO X 500 mL,UNIDAD,0.0
358600050151,ESTANDAR PARA AA/ICP CERTIFICADO DE MAGNESIO 100P PM X 500 mL,UNIDAD,0.0
358600050152,ESTANDAR DE MANGANESO 100 ppm PARA AA/ICP CERTIFICADO X 500 mL,UNIDAD,0.0
358600050153,ESTANDAR DE SODIO 100 ppm PARA AA/ICP CERTIFICADO X 500 mL,UNIDAD,0.0
358600050154,ESTANDAR DE ZINC 1000 ppm PARA AA/ICP CERTIFICADO DE ZINC X 500 mL,UNIDAD,0.0
358600050155,ESTANDAR PARA DETERMINAR FLUOR FW/TISAB II 1 PPM X 475 mL,UNIDAD,0.0
358600050156,ESTANDAR PARA DETERMINAR FLUOR FW/TISAB II 10 PPM X 475 mL,UNIDAD,0.0
358600050158,ESTANDAR PARA VACUNA ANTIRRABICA CRL HUMANA (MINIMO 10 UI),UNIDAD,0.0
358600050159,ESTANDAR PARA VACUNA ANTIRRABICA CRL VETERINARIA X 16 UI,UNIDAD,0.0
358600050160,ESTANDAR PARA VACUNA ANTIRRABICA CULTIVO CELULAR BHK VETERINARIA X 16 UI,UNIDAD,0.0
358600050163,ESTANDAR PATRON ENCEPHALITAZOON (LAMINA),UNIDAD,0.0
358600050164,ESTANDAR PATRON ENCEPHALITOZOON X 2 mL,UNIDAD,0.0
358600050165,ESTANDAR PATRON ENTEROCYTOZOON (LAMINA),UNIDAD,0.0
358600050166,ESTANDAR PATRON ENTEROCYTOZOON BIENEUSI X 2 mL,UNIDAD,0.0
358600050168,ESTANDAR PHI X174/HAE III X 50 UG,UNIDAD,0.0
358600050169,ESTANDAR PRETEÑIDO KALEIDOSCOPIO 34-38-6 KDA X 500 UL,UNIDAD,0.0
358600050172,ESTANDAR PRETEÑIDO SDS-PAQUE RANGO AMPLIO 7 A 200 KDA X 500 UL,UNIDAD,0.0
358600050174,ESTANDAR SDS PAGE BROAD RANGE X 1 mL,UNIDAD,0.0
358600050175,ESTANDAR SDS PAGE HIGH RANGE X 1 mL,UNIDAD,0.0
358600050176,ESTANDAR SDS PAGE LOW RANGE X 1 mL,UNIDAD,0.0
358600050177,ESTANDAR SRM 968C DEL NIST (STANDARD REFERENCE MATERIAL),UNIDAD,0.0
358600050182,ESTANDAR TOLUENO SOLV. NEAT X 500 MG,UNIDAD,0.0
358600050184,ESTANDAR UNIELEMENTO 1000 ppm X 500 mL,UNIDAD,0.0
358600050185,ESTANDAR URACIL MUSTARD X 500 MG,UNIDAD,0.0
358600050186,ESTANDAR USP 4-EPIANHIDROTETRACICLINA HCI X 50 MG,UNIDAD,0.0
358600050187,ESTANDAR USP ACETAMINOFEN X 400 mg,FRASCO,2250.0
358600050188,ESTANDAR USP ACIDO ASCORBICO X 1 G,FRASCO,0.0
358600050189,ESTANDAR USP ACIDO FOLICO X 500 MG,UNIDAD,3050.0
358600050190,ESTANDAR USP ACIDO L-ASCORBICO X 1 G,UNIDAD,0.0
358600050191,ESTANDAR USP ACIDO NICOTINICO X 1 G,FRASCO,0.0
358600050192,ESTANDAR USP ACIDO SALICILICO X 125 MG,FRASCO,0.0
358600050193,ESTANDAR USP ACIDO VALPROICO X 500 MG,FRASCO,0.0
358600050194,ESTANDAR USP ALBENDAZOL X 200 MG,FRASCO,0.0
358600050195,ESTANDAR USP DE ALBUTEROL SULFATO X 200 MG,UNIDAD,0.0
358600050197,ESTANDAR USP ALFA TOCOFERILO ACETATO X 250 MG,UNIDAD,0.0
358600050198,ESTANDAR USP AMIKACINA X 200 MG,UNIDAD,0.0
358600050199,ESTANDAR USP AMOXICILINA X 200 MG,FRASCO,2600.0
358600050200,ESTANDAR USP AMPICILINA (ANHYDROUS) X 200 MG,FRASCO,0.0
358600050201,ESTANDAR USP ACIDO ACETIL SALICILICO X 500 MG,UNIDAD,0.0
358600050202,ESTANDAR USP ATROPINA SULFATO X 500 MG,FRASCO,0.0
358600050203,ESTANDAR USP BECLOMETASONA DIPROPIONATO X 200 MG,UNIDAD,0.0
358600050204,ESTANDAR USP BETAMETASONA SODIO FOSFATO X 500 MG,UNIDAD,0.0
358600050205,ESTANDAR USP BIPERIDENO HCI X 200 MG,UNIDAD,0.0
358600050206,ESTANDAR USP CALCIO FOLINATO X 125 MG,UNIDAD,0.0
358600050207,ESTANDAR USP CALCIUM FORMILTETRAHYDROFOLATE X 50 MG,UNIDAD,0.0
358600050208,ESTANDAR USP CAPTOPRIL DISULFURO X 100 MG,FRASCO,0.0
358600050209,ESTANDAR USP CARBAMAZEPINA X 100 MG,FRASCO,0.0
358600050210,ESTANDAR USP CARBIDOPA X 400 MG,UNIDAD,0.0
358600050211,ESTANDAR USP CEFALEXINA X 250 MG,UNIDAD,0.0
358600050212,ESTANDAR USP CEFOXITINA X 500 MG,UNIDAD,0.0
358600050213,ESTANDAR USP CEFRADINA X 200 MG,FRASCO,0.0
358600050214,ESTANDAR USP CEFTAZIDIMA DELTA-3-ISOMERO X 25 MG,UNIDAD,0.0
